,NAME,YEAR,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,SACK,RTG
338,Michael Desormeaux,2005,62,117,53.0,597,5.1,27,0,5,5,87.3
339,Casey Dick,2005,53,99,53.5,584,5.9,55,7,4,11,118.3
340,Chase Clement,2005,53,124,42.7,582,4.7,51,5,6,14,85.8
341,Joel Armstrong,2005,36,85,42.4,554,6.5,80,4,6,7,98.5
342,Ryan Gunderson,2005,54,102,52.9,542,5.3,41,2,4,5,96.2
343,Adam Bednarik,2005,55,75,73.3,532,7.1,48,4,2,13,145.2
344,Scott Elliott,2005,48,92,52.2,515,5.6,68,4,4,3,104.8
345,D.J. Hernandez,2005,46,90,51.1,515,5.7,57,6,1,11,119.0
346,Ethan Flatt,2005,46,79,58.2,511,6.5,60,2,5,6,108.3
347,Anthony Turner,2005,52,85,61.2,492,5.8,33,2,4,11,108.1
348,Adam Fitch,2005,26,54,48.1,485,9.0,84,7,2,1,159.0
349,Jon Brown,2005,60,97,61.9,474,4.9,22,2,4,9,101.5
350,Brady Leaf,2005,48,82,58.5,467,5.7,37,3,3,8,111.1
351,Xavier Lee,2005,27,57,47.4,466,8.2,75,3,1,5,129.9
352,Matt Flynn,2005,27,48,56.3,457,9.5,55,7,1,5,180.2
353,Matt Phillips,2005,33,69,47.8,448,6.5,53,4,5,6,107.0
354,Steve Levy,2005,32,52,61.5,439,8.4,56,4,2,3,150.1
355,Graham Harrell,2005,37,55,67.3,422,7.7,44,3,0,2,149.7
356,Will Hudgens,2005,33,62,53.2,413,6.7,62,3,2,1,118.7
357,Joe Tereshinski,2005,25,49,51.0,371,7.6,43,1,2,3,113.2
358,Justin Zwick,2005,42,58,72.4,359,6.2,25,1,1,4,126.7
359,Chase Daniel,2005,38,66,57.6,347,5.3,25,1,2,3,100.7
360,Nick Davila,2005,26,45,57.8,344,7.6,46,4,2,0,142.4
361,Sean Clayton,2005,31,57,54.4,329,5.8,33,1,3,4,98.1
362,John David Booty,2005,27,42,64.3,327,7.8,31,3,2,1,143.7
363,Terrance Parks,2005,32,71,45.1,324,4.6,49,1,6,9,71.1
364,Chris Nelson,2005,31,60,51.7,319,5.3,50,1,3,7,91.8
365,Tyler Graunke,2005,28,56,50.0,306,5.5,36,2,1,3,104.1
366,Dennis Brown,2005,28,54,51.9,293,5.4,25,2,2,11,102.2
367,Stephen McGee,2005,24,53,45.3,283,5.3,40,2,1,5,98.8
368,Will Proctor,2005,18,31,58.1,281,9.1,40,3,0,2,166.1
369,Taylor Tharp,2005,21,37,56.8,271,7.3,31,1,2,1,116.4
370,Clint Cochran,2005,32,43,74.4,262,6.1,36,1,1,4,128.6
371,Caleb Jeffrey Hanie,2005,13,29,44.8,251,8.7,54,2,0,2,140.3
372,Johnny Durocher,2005,24,54,44.4,247,4.6,41,2,2,4,87.7
373,Tyler Jones,2005,41,65,63.1,245,3.8,28,2,1,4,101.8
374,Blake Field,2005,17,31,54.8,237,7.6,39,3,0,0,151.0
375,David Johnson,2005,28,41,68.3,236,5.8,40,1,1,0,119.8
376,Antonio Heffner,2005,22,33,66.7,236,7.2,45,2,0,5,146.7
377,Jason Manson,2005,24,48,50.0,230,4.8,28,0,1,3,86.1
378,Billy Barefield,2005,33,53,62.3,223,4.2,26,1,1,1,100.1
379,Joe DeSanzo,2005,24,54,44.4,212,3.9,23,0,0,6,77.4
380,Stewart Sampsel,2005,25,61,41.0,210,3.4,31,0,2,9,63.3
381,Curtis Pulley,2005,31,50,62.0,208,4.2,22,0,3,4,84.9
382,Joel Statham,2005,18,36,50.0,201,5.6,29,2,2,3,104.1
383,Donald Allen,2005,19,42,45.2,192,4.6,42,0,3,7,69.3
384,Tony Paoli,2005,17,24,70.8,185,7.7,40,1,1,2,141.0
385,Kirby Freeman,2005,15,31,48.4,183,5.9,55,2,2,2,106.4
386,Chris Pazan,2005,16,34,47.1,182,5.4,33,1,3,0,84.1
387,Tony Eckert,2005,15,42,35.7,169,4.0,28,1,1,4,72.6
388,Brian Hoyer,2005,15,23,65.2,167,7.3,30,2,0,1,154.9
389,Donovan Woods,2005,17,32,53.1,163,5.1,23,1,0,1,106.2
390,Joe Fields,2005,9,28,32.1,155,5.5,50,0,3,4,57.2
391,Anthony Morelli,2005,13,20,65.0,155,7.8,55,1,0,2,146.6
392,Chad Bozzo,2005,13,33,39.4,155,4.7,35,1,1,1,82.8
393,Josh Swogger,2005,9,18,50.0,147,8.2,44,1,0,0,136.9
394,Taylor Bennett,2005,14,37,37.8,145,3.9,42,1,0,2,79.7
395,Carlton Hill,2005,11,24,45.8,135,5.6,37,0,2,2,76.4
396,Tavares Kendrick,2005,11,18,61.1,134,7.4,26,1,1,1,130.9
397,Matt Gutierrez,2005,14,22,63.6,133,6.0,21,0,0,3,114.4
398,Nate Longshore,2005,8,11,72.7,131,11.9,44,1,1,0,184.6
399,Tony Mortensen,2005,9,24,37.5,130,5.4,32,1,1,0,88.4
400,Colt Brennan,2006,406,559,72.6,"5,549",9.9,79,58,12,26,186.0
401,Chase Holbrook,2006,397,567,70.0,"4,619",8.1,96,34,9,39,155.1
402,Graham Harrell,2006,412,616,66.9,"4,555",7.4,76,38,11,19,145.8
403,Curtis Painter,2006,315,530,59.4,"4,015",7.6,88,22,19,20,129.6
404,John Beck,2006,289,417,69.3,"3,885",9.3,71,32,8,15,169.1
405,Kevin Kolb,2006,292,432,67.6,"3,809",8.8,77,30,4,33,162.7
406,Jordan Palmer,2006,282,429,65.7,"3,595",8.4,80,26,14,23,149.6
407,Chase Daniel,2006,287,452,63.5,"3,527",7.8,74,28,10,19,145.1
408,Andre' Woodson,2006,264,419,63.0,"3,515",8.4,80,31,7,36,154.5
409,Brady Quinn,2006,289,467,61.9,"3,426",7.3,62,37,7,31,146.7
410,John David Booty,2006,269,436,61.7,"3,347",7.7,62,29,9,14,144.0
411,Zac Taylor,2006,233,391,59.6,"3,197",8.2,78,26,8,28,146.1
412,JaMarcus Russell,2006,232,342,67.8,"3,129",9.1,58,28,8,16,167.0
413,Brian Brohm,2006,199,313,63.6,"3,049",9.7,75,16,5,17,159.1
414,Dan LeFevour,2006,247,388,63.7,"3,031",7.8,88,26,10,26,146.2
415,Matt Moore,2006,229,378,60.6,"3,022",8.0,80,18,7,33,139.8
416,Nate Longshore,2006,227,377,60.2,"3,021",8.0,62,24,13,12,141.6
417,Erik Ainge,2006,233,348,67.0,"2,989",8.6,84,19,9,13,151.9
418,Chris Leak,2006,232,365,63.6,"2,950",8.1,66,23,13,23,145.1
419,Matt Ryan,2006,262,425,61.6,"2,939",6.9,79,15,10,20,126.7
420,Alex Brink,2006,241,395,61.0,"2,899",7.3,91,19,10,28,133.5
421,Tyler Palko,2006,220,322,68.3,"2,871",8.9,80,25,9,22,163.2
422,Bryan Cupito,2006,214,359,59.6,"2,819",7.9,67,22,9,18,140.8
423,Brett Ratliff,2006,228,391,58.3,"2,796",7.2,57,23,9,14,133.2
424,Lester Ricard,2006,229,400,57.3,"2,795",7.0,55,18,10,25,125.8
425,James Pinkney,2006,232,397,58.4,"2,783",7.0,57,12,10,25,122.3
426,Paul Smith,2006,233,350,66.6,"2,729",7.8,58,15,9,16,141.1
427,John Parker Wilson,2006,216,379,57.0,"2,707",7.1,78,17,10,27,126.5
428,Paul Thompson,2006,204,336,60.7,"2,668",7.9,73,22,11,17,142.5
429,Luke Getsy,2006,199,380,52.4,"2,662",7.0,77,18,11,31,121.1
430,Drew Tate,2006,207,352,58.8,"2,626",7.5,64,18,13,16,131.0
431,Jared Zabransky,2006,191,288,66.3,"2,587",9.0,61,23,8,19,162.6
432,Shawn Bell,2006,241,383,62.9,"2,582",6.7,79,19,10,21,130.7
433,Matt Grothe,2006,202,317,63.7,"2,576",8.1,79,15,14,25,138.8
434,Colt McCoy,2006,217,318,68.2,"2,570",8.1,72,29,7,14,161.8
435,Martin Hankins,2006,226,377,59.9,"2,550",6.8,82,18,13,13,125.6
436,Bret Meyer,2006,211,374,56.4,"2,546",6.8,44,12,12,37,117.8
437,Troy Smith,2006,203,311,65.3,"2,542",8.2,58,30,6,18,161.9
438,Rudy Carpenter,2006,184,332,55.4,"2,523",7.6,62,23,14,37,133.7
439,Chad Henne,2006,203,328,61.9,"2,508",7.6,69,22,8,24,143.4
440,Zac Champion,2006,190,364,52.2,"2,466",6.8,66,14,18,25,111.9
441,Caleb Jeffrey Hanie,2006,209,342,61.1,"2,427",7.1,83,11,12,37,124.3
442,Anthony Morelli,2006,208,386,53.9,"2,424",6.3,56,11,8,19,111.9
443,Mike Kokal,2006,208,355,58.6,"2,419",6.8,80,14,8,43,124.3
444,Omar Haugabook,2006,241,393,61.3,"2,401",6.1,70,21,17,28,121.6
445,Jeff Ballard,2006,190,307,61.9,"2,394",7.8,77,13,5,14,138.1
446,Sam Hollenbach,2006,203,329,61.7,"2,371",7.2,96,15,11,19,130.6
447,Will Proctor,2006,183,304,60.2,"2,353",7.7,82,16,11,15,135.3
448,Stephen McGee,2006,194,313,62.0,"2,295",7.3,75,12,2,15,134.9
449,Adam Tafralis,2006,181,276,65.6,"2,284",8.3,85,21,7,19,155.1
450,Bobby Reid,2006,148,267,55.4,"2,266",8.5,75,24,11,17,148.1
451,Kellen Lewis,2006,190,346,54.9,"2,221",6.4,55,14,7,21,118.1
452,Brandon Cox,2006,163,271,60.1,"2,198",8.1,62,14,9,34,138.7
453,Sean Glennon,2006,170,302,56.3,"2,191",7.3,60,11,11,29,122.0
454,John Stocco,2006,158,268,59.0,"2,185",8.2,58,17,6,24,143.9
455,Steven Wichman,2006,155,319,48.6,"2,158",6.8,52,8,14,21,104.9
456,Drew Weatherford,2006,177,318,55.7,"2,154",6.8,73,12,11,18,118.1
457,Rocky Hinds,2006,194,359,54.0,"2,148",6.0,71,8,13,19,104.4
458,Dennis Dixon,2006,197,322,61.2,"2,143",6.7,67,12,14,6,120.7
459,Ryan Cubit,2006,224,365,61.4,"2,138",5.9,81,16,13,13,117.9
460,Mike Teel,2006,164,296,55.4,"2,135",7.2,74,12,13,7,120.6
461,Thaddeus Lewis,2006,180,340,52.9,"2,134",6.3,54,11,16,38,106.9
462,Chris Nickson,2006,160,292,54.8,"2,085",7.1,77,15,13,17,122.8
463,Riley Skinner,2006,171,260,65.8,"2,051",7.9,59,9,5,23,139.6
464,Justin Willis,2006,182,270,67.4,"2,047",7.6,62,26,6,28,158.4
465,Josh Padrick,2006,213,388,54.9,"2,014",5.2,89,5,14,30,95.5
466,Nate Davis,2006,150,244,61.5,"1,975",8.1,81,18,8,13,147.3
467,Phil Horvath,2006,157,269,58.4,"1,932",7.2,65,11,9,18,125.5
468,Clint Marks,2006,171,283,60.4,"1,917",6.8,73,8,9,26,120.3
469,Jeff Rowe,2006,172,266,64.7,"1,907",7.2,79,17,8,30,140.0
470,Perry Patterson,2006,158,300,52.7,"1,865",6.2,65,12,4,42,115.4
471,Julian Edelman,2006,134,242,55.4,"1,859",7.7,68,10,11,24,124.4
472,Daniel Evans,2006,163,307,53.1,"1,843",6.0,41,6,11,14,102.8
473,Reggie Ball,2006,135,304,44.4,"1,820",6.0,66,20,14,19,107.2
474,Drew Stanton,2006,164,269,61.0,"1,807",6.7,46,12,10,20,124.7
475,Kinsmon Lancaster,2006,142,250,56.8,"1,796",7.2,64,7,14,11,115.2
476,Blake Mitchell,2006,135,202,66.8,"1,789",8.9,52,10,6,9,151.6
477,Patrick Cowan,2006,145,276,52.5,"1,782",6.5,78,11,9,13,113.4
478,Josh Freeman,2006,140,270,51.9,"1,780",6.6,80,6,15,25,103.5
479,Jeremy Young,2006,161,281,57.3,"1,769",6.3,54,12,6,19,120.0
480,Matthew Stafford,2006,135,256,52.7,"1,749",6.8,53,7,13,12,109.0
481,Chase Clement,2006,153,265,57.7,"1,707",6.4,80,21,5,15,134.2
482,Kyle Wright,2006,152,250,60.8,"1,655",6.6,51,8,7,19,121.4
483,Pat White,2006,118,179,65.9,"1,655",9.2,67,13,7,12,159.7
484,Dustin Grutza,2006,137,225,60.9,"1,632",7.3,51,9,13,24,123.5
485,Anthony Turner,2006,144,252,57.1,"1,596",6.3,59,11,5,12,120.8
486,Jerry Babb,2006,140,262,53.4,"1,535",5.9,53,9,14,20,103.3
487,Adam DiMichele,2006,135,220,61.4,"1,518",6.9,67,10,12,34,123.4
488,Tom Brandstater,2006,146,268,54.5,"1,490",5.6,75,13,14,6,106.7
489,Brent Schaeffer,2006,115,244,47.1,"1,442",5.9,55,9,10,25,100.8
490,Chris Nelson,2006,112,216,51.9,"1,435",6.6,61,12,6,21,120.4
491,Kyle Israel,2006,108,166,65.1,"1,420",8.6,55,6,5,9,142.8
492,Drew Willy,2006,138,231,59.7,"1,391",6.0,50,6,6,27,113.7
493,Steven Moffett,2006,119,215,55.3,"1,385",6.4,40,8,5,13,117.1
494,Austen Everson,2006,137,253,54.2,"1,356",5.4,63,7,8,13,102.0
495,Bernard Morris,2006,116,188,61.7,"1,346",7.2,75,8,12,14,123.1
496,Jameel Sewell,2006,143,247,57.9,"1,342",5.4,51,5,6,28,105.4
497,Willie Tuitama,2006,118,211,55.9,"1,335",6.3,78,7,6,21,114.3
498,Isaiah Stanback,2006,101,189,53.4,"1,325",7.0,56,10,3,8,126.6
499,Corey Leonard,2006,109,222,49.1,"1,321",5.9,69,8,8,26,103.8
500,Syvelle Newton,2006,95,162,58.6,"1,316",8.1,54,12,7,14,142.7
501,Joe Dailey,2006,112,195,57.4,"1,316",6.7,83,7,10,9,115.7
502,Karsten Sween,2006,128,212,60.4,"1,304",6.2,44,9,8,24,118.5
503,Bernard Jackson,2006,108,219,49.3,"1,298",5.9,63,7,7,27,103.3
504,Rusty Smith,2006,108,194,55.7,"1,285",6.6,54,6,8,12,113.3
505,Mike Henig,2006,74,169,43.8,"1,201",7.1,75,7,9,7,106.5
506,Kerry Meier,2006,104,184,56.5,"1,193",6.5,50,13,10,18,123.4
507,Shaun Carney,2006,82,137,59.9,"1,192",8.7,45,12,3,19,157.5
508,Andy Schmitt,2006,131,213,61.5,"1,182",5.5,46,2,6,9,105.6
509,C.J. Bacher,2006,95,161,59.0,"1,172",7.3,52,6,8,10,122.5
510,Joey Lynch,2006,82,127,64.6,"1,137",9.0,70,9,3,15,158.4
511,Chris Williams,2006,95,168,56.5,"1,112",6.6,71,9,7,9,121.5
512,Nick Davila,2006,70,118,59.3,"1,057",9.0,83,8,3,9,151.9
513,Trent Edwards,2006,94,156,60.3,"1,027",6.6,48,6,6,22,120.6
514,David Pevoto,2006,106,193,54.9,"1,012",5.2,61,6,14,10,94.7
515,Casey Dick,2006,65,132,49.2,991,7.5,50,9,6,4,125.7
516,Donovan Porterie,2006,71,133,53.4,967,7.3,42,6,2,16,126.3
517,Clint Cochran,2006,96,169,56.8,960,5.7,41,6,4,14,111.5
518,Joel Armstrong,2006,85,145,58.6,948,6.5,46,8,9,18,119.3
519,Omarr Conner,2006,76,135,56.3,943,7.0,78,2,3,10,115.4
520,Sean Clayton,2006,78,154,50.6,925,6.0,47,5,6,13,104.0
521,Riley Nelson,2006,77,139,55.4,925,6.7,60,6,7,11,115.5
522,T.C. Ostrander,2006,72,158,45.6,918,5.8,74,3,5,26,94.3
523,Brady Leaf,2006,86,155,55.5,917,5.9,36,6,4,9,112.8
524,Carl Bonnell,2006,72,164,43.9,916,5.6,69,7,11,9,91.5
525,Adam Barmann,2006,82,150,54.7,911,6.1,46,3,6,6,104.3
526,Mitch Mustain,2006,69,132,52.3,894,6.8,70,10,9,4,120.5
527,Xavier Lee,2006,62,121,51.2,885,7.3,57,7,5,7,123.5
528,Jimmy Skinner,2006,62,104,59.6,878,8.4,42,8,4,5,148.2
529,Aaron Opelt,2006,102,188,54.3,875,4.7,41,6,5,11,98.6
530,Kirby Freeman,2006,59,108,54.6,872,8.1,78,7,8,7,129.0
531,Brian Hoyer,2006,82,144,56.9,863,6.0,49,4,3,8,112.3
532,D.J. Hernandez,2006,86,147,58.5,849,5.8,61,9,9,21,115.0
533,Matt Bonislawski,2006,75,163,46.0,843,5.2,45,5,3,10,95.9
534,Cameron Sexton,2006,57,136,41.9,840,6.2,58,4,8,13,91.7
535,Jacob Doss,2006,81,131,61.8,826,6.3,51,7,5,16,124.8
536,Ben Olson,2006,79,124,63.7,822,6.6,46,5,5,8,124.6
537,Dylan Meier,2006,72,141,51.1,775,5.5,44,3,4,2,98.6
538,Tyler Jones,2006,74,134,55.2,754,5.6,79,4,9,14,98.9
539,Kevin Craft,2006,69,121,57.0,737,6.1,60,4,6,10,109.2
540,Hunter Cantwell,2006,45,70,64.3,700,10.0,68,5,2,3,166.1
541,Leon Jackson,2006,73,150,48.7,694,4.6,43,3,7,7,84.8
542,Blake Szymanski,2006,64,121,52.9,689,5.7,56,4,7,14,100.1
543,Sam Hunt,2006,48,82,58.5,655,8.0,47,2,5,10,121.5
544,Dan Nicholson,2006,60,115,52.2,648,5.6,62,5,6,7,103.4
545,Tony Paoli,2006,47,94,50.0,584,6.2,53,1,5,12,95.1
546,Carson Williams,2006,56,98,57.1,577,5.9,71,4,10,11,99.7
547,Tyler Donovan,2006,37,58,63.8,564,9.7,62,4,2,6,161.3
548,Shane Steichen,2006,47,81,58.0,562,6.9,75,7,4,5,134.9
549,Woody Wilson,2006,54,90,60.0,528,5.9,33,2,8,10,98.8
550,Taylor Bennett,2006,35,58,60.3,523,9.0,48,5,2,2,157.6
551,Daniel Meager,2006,53,100,53.0,517,5.2,54,4,6,8,97.6
552,Adam Austin,2006,52,111,46.8,517,4.7,32,2,6,6,81.1
553,Tyler Graunke,2006,32,43,74.4,501,11.7,62,4,0,0,203.0
554,Mike Kafka,2006,55,96,57.3,494,5.1,39,1,5,6,93.5
555,Stephen Reaves,2006,37,72,51.4,488,6.8,51,2,1,0,114.7
556,Travis Moore,2006,35,56,62.5,437,7.8,54,5,4,1,143.2
557,Darren Mougey,2006,43,71,60.6,432,6.1,36,1,6,8,99.4
558,Brad Bower,2006,41,72,56.9,426,5.9,42,1,7,6,91.8
559,Joe Webb III,2006,33,51,64.7,426,8.4,39,1,0,9,141.3
560,Joe Tereshinski,2006,32,57,56.1,423,7.4,46,3,2,4,128.8
561,Vaughn Charlton,2006,47,85,55.3,417,4.9,30,2,2,14,99.6
562,Travis Hewitt,2006,35,77,45.5,414,5.4,46,0,7,10,72.4
563,Sean Norton,2006,32,54,59.3,408,7.6,75,3,1,6,137.4
564,Chance Payne,2006,34,58,58.6,404,7.0,43,2,1,2,125.1
565,Jonathan Crompton,2006,31,66,47.0,401,6.1,54,4,2,6,111.9
566,Marcus Jackson,2006,26,44,59.1,386,8.8,84,2,1,2,143.2
567,Blake Powers,2006,37,70,52.9,386,5.5,34,1,5,4,89.6
568,Kaipo-Noa Kaheaku-Enhada,2006,23,48,47.9,384,8.0,50,5,1,11,145.3
569,Jarrett Brown,2006,28,47,59.6,384,8.2,48,2,1,3,138.0
570,Jevan Snead,2006,26,49,53.1,371,7.6,56,2,2,5,122.0
571,Tim Tebow,2006,22,33,66.7,358,10.8,55,5,1,0,201.7
572,Tim Brasic,2006,35,66,53.0,346,5.2,25,0,5,4,81.9
573,Zac Robinson,2006,25,51,49.0,345,6.8,54,3,0,1,125.3
574,Marcus Stone,2006,33,69,47.8,345,5.0,46,4,5,4,94.5
575,Andrew Brewer,2006,37,74,50.0,344,4.6,37,0,4,10,78.2
576,Matt Phillips,2006,29,60,48.3,337,5.6,36,3,5,2,95.3
577,Sean Canfield,2006,28,45,62.2,335,7.4,67,2,2,2,130.5
578,Jason Beck,2006,22,31,71.0,321,10.4,35,1,1,1,162.1
579,Michael Mosley,2006,24,49,49.0,321,6.6,41,3,1,6,120.1
580,Brian Brunner,2006,25,40,62.5,315,7.9,50,2,0,2,145.1
581,Brian Hampton,2006,22,47,46.8,302,6.4,77,2,3,9,102.1
582,Daniel Raudabaugh,2006,31,60,51.7,291,4.8,30,1,3,6,87.9
583,Jake Christensen,2006,23,35,65.7,285,8.1,47,2,2,4,141.5
584,Christian Olsen,2006,35,64,54.7,280,4.4,21,0,2,2,85.2
585,Kole McKamey,2006,21,37,56.8,274,7.4,52,0,1,6,113.6
586,Joe Cox,2006,17,28,60.7,225,8.0,34,2,1,0,144.6
587,Mackenzi Adams,2006,15,29,51.7,224,7.7,44,0,1,1,109.7
588,Kevin McCabe,2006,23,32,71.9,222,6.9,34,1,3,1,121.7
589,Chris Todd,2006,22,29,75.9,217,7.5,48,1,0,1,150.1
590,Gary Rogers,2006,18,31,58.1,214,6.9,50,3,2,1,135.1
591,Jason Manson,2006,18,36,50.0,210,5.8,44,1,4,2,85.9
592,Freddie Barnes,2006,27,50,54.0,210,4.2,19,1,2,2,87.9
593,Joe Ayoob,2006,11,26,42.3,205,7.9,40,1,1,1,113.5
594,Todd Reesing,2006,14,24,58.3,204,8.5,42,3,3,2,146.0
595,Brian Nooy,2006,12,24,50.0,194,8.1,46,0,1,2,109.6
596,Tyler Sheehan,2006,23,43,53.5,192,4.5,21,0,4,6,72.4
597,Chris Crane,2006,22,32,68.8,192,6.0,21,1,1,3,123.2
598,Thomas Peregrin,2006,27,39,69.2,189,4.8,28,3,0,4,135.3
599,Justin Zwick,2006,14,23,60.9,187,8.1,36,0,0,0,129.2
600,Graham Harrell,2007,512,713,71.8,"5,705",8.0,75,48,14,16,157.3
601,Paul Smith,2007,327,544,60.1,"5,065",9.3,75,47,19,28,159.8
602,Matt Ryan,2007,388,654,59.3,"4,507",6.9,71,31,19,21,127.0
603,Colt Brennan,2007,359,510,70.4,"4,343",8.5,67,38,17,28,159.8
604,Chase Daniel,2007,384,563,68.2,"4,306",7.6,82,33,11,20,147.9
605,Brian Brohm,2007,308,473,65.1,"4,024",8.5,81,29,12,25,151.7
606,Chase Holbrook,2007,381,543,70.2,"3,866",7.1,82,26,18,21,139.1
607,Max Hall,2007,298,496,60.1,"3,848",7.8,66,26,12,20,137.7
608,Curtis Painter,2007,356,569,62.6,"3,848",6.8,80,29,11,25,132.3
609,Alex Brink,2007,305,503,60.6,"3,818",7.6,67,26,15,21,135.5
610,Andre' Woodson,2007,327,518,63.1,"3,709",7.2,57,40,11,38,144.5
611,Rusty Smith,2007,281,479,58.7,"3,689",7.7,74,32,9,13,141.6
612,Willie Tuitama,2007,327,524,62.4,"3,683",7.0,66,28,12,30,134.5
613,Nate Davis,2007,270,479,56.4,"3,667",7.7,77,30,6,26,138.8
614,C.J. Bacher,2007,318,521,61.0,"3,656",7.0,78,19,19,32,124.7
615,Dan LeFevour,2007,355,543,65.4,"3,652",6.7,76,27,13,22,133.5
616,Erik Ainge,2007,325,519,62.6,"3,522",6.8,65,31,10,3,135.5
617,Todd Reesing,2007,275,445,61.8,"3,486",7.8,82,33,7,25,148.9
618,Chase Clement,2007,300,508,59.1,"3,377",6.6,61,29,16,29,127.4
619,Josh Freeman,2007,316,499,63.3,"3,353",6.7,68,18,11,17,127.3
620,Taylor Tharp,2007,289,423,68.3,"3,340",7.9,83,30,11,15,152.9
621,Colt McCoy,2007,276,424,65.1,"3,303",7.8,62,22,18,24,139.2
622,Tim Tebow,2007,234,350,66.9,"3,286",9.4,66,32,6,13,172.5
623,Tyler Sheehan,2007,303,476,63.7,"3,264",6.9,83,23,11,28,132.6
624,Martin Hankins,2007,261,428,61.0,"3,220",7.5,70,25,12,10,137.8
625,Rudy Carpenter,2007,246,398,61.8,"3,202",8.0,64,25,10,54,145.1
626,Mike Teel,2007,203,349,58.2,"3,162",9.1,69,20,13,7,145.7
627,Bernard Morris,2007,253,398,63.6,"3,149",7.9,80,17,10,34,139.1
628,Sam Bradford,2007,237,341,69.5,"3,121",9.2,65,36,8,12,176.5
629,Ben Mauk,2007,235,386,60.9,"3,121",8.1,80,31,9,20,150.6
630,Trevor Vittatoe,2007,224,407,55.0,"3,101",7.6,78,25,7,21,135.9
631,Kellen Lewis,2007,265,442,60.0,"3,043",6.9,79,28,10,30,134.2
632,Adam Tafralis,2007,251,400,62.8,"3,022",7.6,68,18,11,18,135.6
633,Tim Hiller,2007,267,421,63.4,"3,021",7.2,77,20,15,23,132.2
634,Cody Hawkins,2007,263,463,56.8,"3,015",6.5,65,22,17,15,119.8
635,Donovan Porterie,2007,244,418,58.4,"3,006",7.2,71,15,9,23,126.3
636,Cullen Harper,2007,282,433,65.1,"2,991",6.9,68,27,6,32,141.0
637,Omar Haugabook,2007,291,475,61.3,"2,975",6.3,53,18,15,16,120.1
638,Justin Willis,2007,242,414,58.5,"2,944",7.1,55,25,18,28,129.4
639,Adam Weber,2007,258,449,57.5,"2,895",6.4,71,24,19,13,120.8
640,John Parker Wilson,2007,255,462,55.2,"2,846",6.2,67,18,12,25,114.6
641,Blake Szymanski,2007,264,461,57.3,"2,844",6.2,75,22,18,16,117.0
642,Zac Robinson,2007,201,333,60.4,"2,824",8.5,77,23,9,5,149.0
643,Kevin O'Connell,2007,237,411,57.7,"2,810",6.8,97,14,7,28,122.9
644,Brian Hoyer,2007,223,376,59.3,"2,725",7.2,80,20,11,29,131.9
645,Matt Grothe,2007,232,392,59.2,"2,670",6.8,55,14,14,27,121.0
646,T.J. Yates,2007,218,365,59.7,"2,655",7.3,65,14,18,37,123.6
647,Tom Brandstater,2007,211,337,62.6,"2,654",7.9,44,15,5,17,140.5
648,Anthony Morelli,2007,234,402,58.2,"2,651",6.6,52,19,10,20,124.2
649,Tyler Donovan,2007,193,333,58.0,"2,607",7.8,64,17,11,32,134.0
650,Nate Longshore,2007,230,384,59.9,"2,580",6.7,49,16,13,6,123.3
651,Drew Willy,2007,258,377,68.4,"2,572",6.8,75,15,6,27,135.7
652,Matthew Stafford,2007,194,348,55.7,"2,523",7.3,84,19,10,15,128.9
653,Andy Dalton,2007,222,371,59.8,"2,459",6.6,70,10,11,16,118.5
654,Caleb Jeffrey Hanie,2007,188,292,64.4,"2,455",8.4,83,18,15,35,145.1
655,Daniel Raudabaugh,2007,209,382,54.7,"2,431",6.4,73,12,12,17,112.3
656,Thaddeus Lewis,2007,199,360,55.3,"2,430",6.8,76,21,10,44,125.7
657,Sam Keller,2007,205,325,63.1,"2,422",7.5,73,14,10,13,133.7
658,Matt Flynn,2007,202,359,56.3,"2,407",6.7,71,21,11,26,125.8
659,Giovanni Vizza,2007,223,382,58.4,"2,388",6.3,99,17,20,26,115.1
660,Todd Boeckman,2007,191,299,63.9,"2,379",8.0,68,25,14,18,148.9
661,Tyler Lorenzen,2007,197,348,56.6,"2,367",6.8,63,13,6,30,122.6
662,John David Booty,2007,215,340,63.2,"2,361",6.9,63,23,10,12,138.0
663,Stephen McGee,2007,211,364,58.0,"2,311",6.3,66,12,8,16,117.8
664,Jake Christensen,2007,198,370,53.5,"2,269",6.1,53,17,6,46,116.9
665,Case Keenum,2007,187,273,68.5,"2,259",8.3,86,14,10,13,147.6
666,Corey Leonard,2007,182,349,52.1,"2,235",6.4,84,16,15,33,112.5
667,Zac Champion,2007,227,395,57.5,"2,221",5.6,70,13,10,30,110.5
668,Riley Skinner,2007,236,326,72.4,"2,204",6.8,62,12,13,24,133.4
669,Andrew Robinson,2007,154,292,52.7,"2,192",7.5,79,13,7,48,125.7
670,Jameel Sewell,2007,214,364,58.8,"2,176",6.0,45,12,9,27,114.9
671,Colin Kaepernick,2007,133,247,53.8,"2,175",8.8,74,19,3,18,150.8
672,Kyle Israel,2007,174,298,58.4,"2,173",7.3,72,15,11,17,128.9
673,Bret Meyer,2007,233,382,61.0,"2,151",5.6,55,9,13,15,109.3
674,Taylor Bennett,2007,162,327,49.5,"2,136",6.5,56,6,9,18,105.0
675,Dennis Dixon,2007,172,254,67.7,"2,136",8.4,85,20,4,13,161.2
676,Brandon Cox,2007,188,316,59.5,"2,080",6.6,55,9,13,24,116.0
