,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,HT/WT,DOB,DRAFT_STATUS
794,Austin Davis,USM,2011,56.8,24.5,655,49.2,51.9,7.9,-11.6,0.8,59.6,na,6/2/1989,na
795,Kevin Prince,UCLA,2011,56.8,-11.1,385,4.9,15.9,2.5,-12.1,-1.4,42.5,na,na,na
796,Colby Cameron,LT,2011,56.5,10.8,274,21.0,24.1,0.4,-3.2,-0.3,60.1,na,4/5/1990,na
797,G.J. Kinne,TLSA,2011,56.5,16.8,537,32.3,40.1,-1.3,-8.3,1.4,58.1,na,12/1/1988,na
798,Tyler Hansen,COLO,2011,56.3,-7.2,557,15.0,22.7,6.6,-12.8,-1.4,46.6,na,12/6/1989,na
799,Matt Christian,NMSU,2011,56.0,16.8,392,30.9,26.9,12.8,-8.6,-0.6,61.0,na,na,na
800,Zach Collaros,CIN,2011,55.9,-0.2,387,15.6,24.4,3.5,-13.3,0.8,49.9,na,8/27/1988,na
801,Tim Jefferson Jr.,AFA,2011,55.6,13.7,357,25.2,26.6,1.5,-4.4,1.6,59.9,na,na,na
802,Zac Dysert,M-OH,2011,55.2,18.8,608,42.2,62.8,9.6,-29.2,-1.0,58.0,na,2/8/1990,"2013: Rd 7, Pk 234 (DEN)"
803,Keith Wenning,BALL,2011,55.2,29.3,544,43.6,39.7,7.3,-5.1,1.7,63.6,na,2/14/1991,"2014: Rd 6, Pk 194 (BAL)"
804,Tevin Washington,GT,2011,55.1,-1.5,420,15.3,16.1,5.8,-6.3,-0.1,49.0,na,na,na
805,Michael Rocco,UVA,2011,55.0,9.0,434,26.6,37.8,1.8,-10.6,-2.7,55.3,na,na,na
806,John Brantley,FLA,2011,54.4,-4.6,301,8.7,25.8,-9.0,-9.3,1.3,46.0,na,3/3/1989,na
807,Austin Dantin,TOL,2011,54.2,7.7,267,18.0,21.5,2.6,-5.4,-0.4,57.4,na,na,na
808,Ryan Aplin,ARST,2011,53.8,28.5,677,49.3,55.7,13.2,-19.5,0.0,60.8,na,na,na
809,Teddy Bridgewater,LOU,2011,53.1,-10.3,420,9.0,27.6,1.8,-19.9,-0.5,43.7,"6' 2"", 215 lbs",11/10/1992 (27),"2014: Rd 1, Pk 32 (MIN)"
810,Ryan Nassib,SYR,2011,52.7,-0.9,511,20.7,37.6,2.8,-19.7,-0.2,49.5,na,3/10/1990,"2013: Rd 4, Pk 110 (NYG)"
811,Jonathan Perry,UAB,2011,52.6,8.7,418,24.7,20.9,6.5,-5.7,3.3,55.4,na,na,na
812,Nick Lamaison,UTEP,2011,52.4,8.6,281,18.5,21.0,4.4,-11.7,4.9,57.9,na,na,na
813,Chuckie Keeton,USU,2011,52.3,5.6,265,17.0,20.4,7.3,-9.3,-1.4,55.5,na,na,na
814,Ryan Lindley,SDSU,2011,51.8,14.5,505,32.0,40.5,-3.1,-8.6,3.1,57.4,na,6/22/1989,"2012: Rd 6, Pk 185 (ARI)"
815,Chas Dodd,RUTG,2011,50.1,-1.0,305,12.6,23.8,-3.1,-9.7,1.7,49.2,na,na,na
816,Jake Heaps,BYU,2011,49.9,-5.2,296,7.4,11.9,-3.9,-3.5,2.8,45.4,na,6/19/1991,na
817,Sean Renfree,DUKE,2011,49.8,-9.9,527,13.7,29.0,-3.1,-12.9,0.8,45.1,na,4/28/1990,"2013: Rd 7, Pk 249 (ATL)"
818,Alex Gillett,EMU,2011,49.3,17.9,405,30.9,20.2,21.5,-11.8,1.0,61.3,na,5/17/1991,na
819,Brett Smith,WYO,2011,49.3,15.6,582,36.8,41.3,3.5,-9.8,2.0,56.9,na,6/8/1992,na
820,Mike Glennon,NCST,2011,48.9,1.1,543,21.9,36.4,1.3,-20.3,4.5,50.5,"6' 7"", 225 lbs",12/12/1989 (30),"2013: Rd 3, Pk 73 (TB)"
821,J.J. McDermott,SMU,2011,48.8,5.2,537,22.1,34.7,-2.6,-10.8,0.8,52.5,na,na,na
822,Nathan Scheelhaase,ILL,2011,48.4,0.7,523,21.9,32.0,11.3,-23.0,1.6,50.4,na,na,na
823,Kriss Proctor,NAVY,2011,47.3,-3.0,327,11.1,11.6,7.6,-8.3,0.2,47.6,na,na,na
824,Matt McGloin,PSU,2011,47.1,-6.1,275,6.4,13.2,-2.4,-5.4,1.0,44.3,na,12/2/1989,na
825,Derek Thompson,UNT,2011,46.8,8.1,353,20.0,22.5,5.4,-7.0,-0.9,55.9,na,na,na
826,Ryan Radcliff,CMU,2011,45.2,-0.1,506,20.0,32.5,-5.6,-11.5,4.5,50.0,na,na,na
827,Chazz Anderson,BUFF,2011,45.1,2.8,534,21.5,18.3,14.5,-11.7,0.5,51.4,na,na,na
828,Chase Rettig,BC,2011,44.1,-11.7,394,6.3,23.2,-3.4,-13.8,0.2,42.4,na,9/26/1991,na
829,Chris Relf,MSST,2011,43.4,-17.5,339,-1.1,9.5,-2.3,-7.9,-0.4,36.9,na,na,na
830,Steele Jantz,ISU,2011,43.2,-11.8,367,4.7,4.7,9.6,-9.7,0.2,41.7,na,na,na
831,Rakeem Cato,MRSH,2011,42.5,-14.6,387,3.2,15.5,-0.6,-11.6,0.3,40.3,na,na,na
832,Randall Mackey,MISS,2011,42.5,-17.5,266,-3.7,3.4,5.2,-10.9,-1.6,33.6,na,na,na
833,Tino Sunseri,PITT,2011,42.2,-24.0,584,3.6,29.3,14.0,-38.5,-1.4,39.5,na,na,na
834,Kolton Browning,ULM,2011,42.0,-7.1,592,17.8,23.9,10.1,-17.4,1.5,46.9,na,na,na
835,Matt Schilz,BGSU,2011,41.9,-5.1,491,16.2,41.8,-9.3,-15.1,-1.1,47.3,na,na,na
836,Wesley Carroll,FIU,2011,41.7,-1.8,419,16.5,31.1,-4.9,-9.9,0.2,48.9,na,9/6/1967,na
837,Logan Kilgore,MTSU,2011,41.3,-2.4,423,14.3,15.0,-0.9,-3.1,3.4,48.5,na,5/24/1990,na
838,Caleb TerBush,PUR,2011,40.6,-9.5,397,8.2,23.2,0.9,-15.1,-0.6,43.8,na,1/5/1990,na
839,Nick Fanuzzi,RICE,2011,40.1,-5.8,245,5.1,11.0,0.7,-7.1,0.5,43.9,na,na,na
840,Kawaun Jakes,WKU,2011,39.8,-8.1,391,9.7,21.6,3.2,-16.5,1.1,44.6,na,na,na
841,Corey Robinson,TROY,2011,39.1,-6.6,602,18.1,38.2,-5.2,-15.7,1.1,47.1,na,na,na
842,Jared Barnett,ISU,2011,38.7,-21.8,352,-4.2,0.8,0.2,-5.7,0.4,34.4,na,na,na
843,Jordan Webb,KU,2011,36.8,-20.7,383,-1.7,18.6,-6.1,-13.6,-0.2,36.3,na,na,na
844,Nick Isham,LT,2011,34.8,-17.9,331,-1.8,10.7,0.9,-14.2,0.8,36.3,na,na,na
845,Taylor McHargue,RICE,2011,34.0,-21.4,269,-7.1,7.5,-7.8,-8.4,1.5,30.4,na,na,na
846,Taylor Reed,MEM,2011,33.9,-12.0,388,4.9,16.0,-2.6,-8.2,-0.3,42.0,na,na,na
847,Ryan Griffin,TULN,2011,32.2,-16.4,492,5.6,10.9,4.5,-10.7,0.9,41.5,"6' 5"", 210 lbs",11/17/1989 (30),na
848,Gary Nova,RUTG,2011,31.8,-18.6,281,-4.3,8.3,-1.3,-12.8,1.5,33.4,na,na,na
849,Danny O'Brien,MD,2011,31.8,-25.7,311,-8.3,-5.6,1.0,-3.7,0.0,29.7,na,na,na
850,B.R. Holbrook,UNM,2011,31.6,-12.9,334,2.1,8.3,2.6,-7.5,-1.3,40.1,na,na,na
851,Johnny McEntee,CONN,2011,30.3,-38.1,424,-14.3,12.8,-4.4,-25.5,2.6,28.2,na,na,na
852,David Ash,TEX,2011,30.2,-27.6,260,-11.9,-3.3,0.9,-10.0,0.6,24.9,na,na,na
853,Jon Hays,UTAH,2011,29.2,-29.5,306,-12.5,11.0,-8.0,-17.6,2.1,26.9,na,na,na
854,Pete Thomas,CSU,2011,28.3,-17.3,346,-0.6,9.2,7.1,-16.3,-0.7,37.3,na,na,na
855,Brian Reader,IDHO,2011,26.6,-31.7,437,-8.6,3.9,-3.1,-12.1,2.5,32.0,na,na,na
856,Morgan Newton,UK,2011,24.7,-30.0,276,-13.5,-6.9,4.1,-13.1,2.5,24.4,na,na,na
857,Spencer Keith,KENT,2011,23.9,-36.1,417,-12.6,-0.2,2.3,-14.3,-0.5,28.9,na,na,na
858,Caleb Herring,UNLV,2011,22.2,-34.3,317,-13.2,-1.5,1.0,-13.5,0.8,24.5,na,na,na
859,Clayton Moore,AKR,2011,15.0,-57.2,425,-25.7,-10.5,4.8,-19.9,0.0,19.8,na,na,na
860,Graham Wilbert,FAU,2011,13.7,-55.0,359,-29.3,-12.5,-6.0,-12.3,1.5,16.9,na,na,na
861,Johnny Manziel,TA&M,2012,91.3,119.9,676,121.8,66.7,67.9,-13.7,1.0,86.3,na,12/6/1992,"2014: Rd 1, Pk 22 (CLE)"
862,Marcus Mariota,ORE,2012,86.7,70.2,476,71.4,52.7,28.1,-8.1,-1.4,82.2,"6' 4"", 222 lbs",10/30/1993 (26),"2015: Rd 1, Pk 2 (TEN)"
863,AJ McCarron,ALA,2012,84.9,47.3,387,49.6,58.5,1.4,-11.6,1.4,78.1,"6' 3"", 215 lbs",9/13/1990 (30),"2014: Rd 5, Pk 164 (CIN)"
864,Collin Klein,KSU,2012,83.1,66.5,541,77.5,56.4,28.0,-8.2,1.3,78.2,na,na,na
865,Denard Robinson,MICH,2012,82.7,36.5,357,45.2,15.7,32.0,-2.5,0.0,74.3,na,9/22/1990,"2013: Rd 5, Pk 135 (JAX)"
866,Tajh Boyd,CLEM,2012,81.8,65.9,644,81.4,82.5,12.6,-16.6,3.1,74.3,na,9/25/1990,"2014: Rd 6, Pk 213 (NYJ)"
867,Landry Jones,OKLA,2012,81.1,66.6,613,82.1,88.3,-0.2,-7.2,1.3,75.6,na,4/4/1989,"2013: Rd 4, Pk 115 (PIT)"
868,Aaron Murray,UGA,2012,80.9,51.1,503,61.3,74.5,3.0,-15.7,-0.8,74.2,na,11/10/1990,"2014: Rd 5, Pk 163 (KC)"
869,Geno Smith,WVU,2012,79.4,62.8,627,73.3,82.3,6.8,-16.5,1.0,73.9,"6' 3"", 221 lbs",10/10/1990 (29),"2013: Rd 2, Pk 39 (NYJ)"
870,Nick Florence,BAY,2012,79.3,73.5,665,88.3,85.9,9.7,-10.4,3.3,75.9,na,na,na
871,Teddy Bridgewater,LOU,2012,78.9,62.9,533,74.0,83.4,6.0,-16.0,0.8,77.3,"6' 2"", 215 lbs",11/10/1992 (27),"2014: Rd 1, Pk 32 (MIN)"
872,Matt Scott,ARIZ,2012,78.2,51.4,666,73.5,55.2,20.6,-8.9,6.7,69.0,na,11/9/1990,na
873,Cody Fajardo,NEV,2012,78.2,91.2,597,107.7,74.3,42.0,-11.2,2.5,83.0,na,3/29/1992,na
874,David Fales,SJSU,2012,77.6,69.8,532,83.1,102.2,-3.3,-17.2,1.4,79.6,na,10/4/1990,"2014: Rd 6, Pk 183 (CHI)"
875,Chuckie Keeton,USU,2012,77.0,67.9,560,77.2,65.6,19.0,-9.0,1.5,77.9,na,na,na
876,Seth Doege,TTU,2012,76.7,58.0,634,75.0,84.2,1.4,-13.6,2.9,72.1,na,12/18/1988,na
877,David Ash,TEX,2012,76.2,38.3,403,48.2,48.4,7.0,-6.6,-0.4,72.9,na,na,na
878,Tyler Bray,TENN,2012,76.1,36.3,519,55.7,65.2,-5.6,-6.3,2.8,67.4,na,12/27/1991,na
879,Blake Bortles,UCF,2012,75.9,60.6,526,72.0,51.6,30.1,-13.1,3.4,76.8,"6' 5"", 236 lbs",4/28/1992 (28),"2014: Rd 1, Pk 3 (JAX)"
880,Colby Cameron,LT,2012,75.3,72.9,644,86.1,79.0,5.6,-5.8,7.6,76.4,na,4/5/1990,na
881,Terrance Broadway,ULL,2012,75.0,59.4,474,67.8,49.1,23.8,-8.1,3.0,78.6,na,na,na
882,Taylor Martinez,NEB,2012,74.8,35.2,601,53.6,44.2,30.3,-20.0,-0.7,64.8,na,na,na
883,Tyler Wilson,ARK,2012,74.7,28.3,482,41.9,52.0,-5.6,-7.7,3.5,64.8,na,8/16/1989,"2013: Rd 4, Pk 112 (OAK)"
884,Connor Shaw,SC,2012,74.7,28.4,380,41.7,50.0,9.0,-15.8,-1.5,68.5,na,9/19/1991,na
885,Brett Smith,WYO,2012,74.7,57.4,464,66.1,67.8,14.6,-18.1,1.7,78.3,na,6/8/1992,na
886,EJ Manuel,FSU,2012,74.5,40.6,534,53.8,64.2,9.7,-18.6,-1.7,68.8,na,3/19/1990,"2013: Rd 1, Pk 16 (BUF)"
887,Jordan Lynch,NIU,2012,73.1,84.7,717,100.9,52.2,55.2,-8.0,1.7,77.3,na,10/3/1990,na
888,Ryan Aplin,ARST,2012,71.7,58.6,552,68.7,55.8,17.7,-9.4,4.9,75.1,na,na,na
889,Braxton Miller,OSU,2012,71.5,34.4,515,52.8,31.5,38.5,-16.7,-0.7,66.7,na,11/30/1992,"2016: Rd 3, Pk 85 (HOU)"
890,Matt Barkley,USC,2012,71.3,20.0,478,36.0,43.4,-5.7,-7.9,6.1,60.7,"6' 2"", 234 lbs",9/8/1990 (30),"2013: Rd 4, Pk 98 (PHI)"
891,Tevin Washington,GT,2012,71.0,22.8,327,31.8,20.5,15.9,-5.0,0.2,67.3,na,na,na
892,Rakeem Cato,MRSH,2012,70.7,69.8,681,80.8,84.9,6.7,-16.3,5.8,74.4,na,na,na
893,Taylor Kelly,ASU,2012,70.7,27.8,526,41.6,46.7,10.5,-17.2,1.8,63.4,na,na,na
894,Kain Colter,NW,2012,70.6,18.1,334,30.4,8.1,30.6,-9.3,1.0,63.7,na,5/24/1992,na
895,Kolton Browning,ULM,2012,70.4,63.1,613,79.3,65.5,21.2,-14.2,6.1,74.5,na,na,na
896,Everett Golson,ND,2012,69.4,16.9,446,33.8,36.4,7.7,-9.7,-0.8,59.7,na,na,na
897,Joe Southwick,BSU,2012,69.0,34.4,446,45.9,46.3,1.0,-3.5,2.2,69.0,na,na,na
898,Ryan Nassib,SYR,2012,68.0,31.6,625,54.1,63.3,-1.8,-12.0,4.7,62.8,na,3/10/1990,"2013: Rd 4, Pk 110 (NYG)"
899,Brett Hundley,UCLA,2012,67.4,23.1,699,44.4,60.8,11.4,-28.9,1.1,58.5,"6' 3"", 226 lbs",6/15/1993 (27),"2015: Rd 5, Pk 147 (GB)"
900,Sean Renfree,DUKE,2012,66.2,26.0,516,40.6,48.2,0.0,-8.7,0.9,62.8,na,4/28/1990,"2013: Rd 7, Pk 249 (ATL)"
901,Matt McGloin,PSU,2012,65.8,31.4,547,49.6,54.3,9.7,-16.2,1.8,64.5,na,12/2/1989,na
902,Derek Carr,FRES,2012,64.3,42.9,618,50.3,63.2,1.0,-16.2,2.4,67.3,"6' 3"", 210 lbs",3/28/1991 (29),"2014: Rd 2, Pk 36 (OAK)"
903,Sean Mannion,ORST,2012,63.9,8.2,360,21.7,30.7,-0.5,-9.2,0.6,55.9,"6' 6"", 230 lbs",4/25/1992 (28),"2015: Rd 3, Pk 89 (STL)"
904,Eric Soza,UTSA,2012,63.4,42.9,381,51.2,42.2,10.4,-2.1,0.7,76.3,na,na,na
905,Keith Wenning,BALL,2012,62.7,40.4,561,59.7,62.5,-1.1,-8.3,6.6,67.9,na,2/14/1991,"2014: Rd 6, Pk 194 (BAL)"
906,Bo Wallace,MISS,2012,62.6,6.9,541,29.6,44.8,3.0,-17.7,-0.5,53.3,na,na,na
907,Tyler Russell,MSST,2012,62.5,17.7,474,32.6,41.1,0.0,-10.4,1.9,59.6,na,na,na
908,Shane Carden,ECU,2012,61.8,44.1,535,57.3,60.4,9.7,-15.3,2.5,70.2,na,11/6/1991,na
909,Logan Kilgore,MTSU,2012,61.2,29.1,405,39.6,38.7,4.9,-4.3,0.0,67.8,na,5/24/1990,na
910,Bryn Renner,UNC,2012,61.0,17.2,529,36.2,50.5,-9.6,-8.0,3.4,58.4,na,1/22/1990,na
911,B.J. Daniels,USF,2012,61.0,10.8,424,28.7,28.1,9.0,-11.4,3.0,56.6,na,10/24/1989,"2013: Rd 7, Pk 237 (SF)"
912,Tino Sunseri,PITT,2012,60.9,8.1,503,24.4,59.7,-8.1,-25.8,-1.3,54.2,na,na,na
913,Zac Dysert,M-OH,2012,60.3,36.0,632,54.2,52.6,17.7,-20.0,3.8,64.4,na,2/8/1990,"2013: Rd 7, Pk 234 (DEN)"
914,Tyler Tettleton,OHIO,2012,59.9,36.2,520,54.5,59.7,6.8,-17.4,5.4,67.3,na,na,na
915,Josh Nunes,STAN,2012,59.8,1.9,299,14.7,13.3,3.6,-5.5,3.5,51.6,na,na,na
916,T.O. Owens,TOL,2012,59.7,31.6,478,50.2,44.8,15.6,-10.4,0.2,66.5,na,na,na
917,Jeff Driskel,FLA,2012,59.2,-8.9,403,9.2,21.2,18.8,-27.9,-2.9,44.3,"6' 4"", 235 lbs",4/23/1993 (27),"2016: Rd 6, Pk 207 (SF)"
918,Corey Robinson,TROY,2012,59.2,28.4,449,45.4,52.0,-2.9,-6.4,2.4,65.9,na,na,na
919,Stephen Morris,MIAMI,2012,58.3,3.9,523,24.6,34.2,0.1,-12.1,2.5,51.9,na,8/27/1992,na
920,Michael Rocco,UVA,2012,58.2,3.5,330,15.6,19.0,4.4,-7.4,-0.4,52.7,na,na,na
921,Mike Glennon,NCST,2012,57.8,3.2,659,28.6,59.5,-2.7,-28.8,0.6,51.3,"6' 7"", 225 lbs",12/12/1989 (30),"2013: Rd 3, Pk 73 (TB)"
922,Munchie Legaux,CIN,2012,57.8,6.9,312,18.4,15.5,6.4,-4.7,1.1,55.7,na,na,na
923,Cameron Coffman,IND,2012,57.3,4.2,471,22.5,28.2,0.6,-6.9,0.6,52.3,na,na,na
924,Ryan Radcliff,CMU,2012,55.9,22.9,464,40.5,50.6,-2.7,-8.6,1.2,62.5,na,na,na
925,Taylor McHargue,RICE,2012,55.7,20.2,521,40.4,36.8,20.1,-18.0,1.6,60.0,na,na,na
926,Trevone Boykin,TCU,2012,55.6,-8.5,452,11.7,22.3,5.6,-16.2,-0.7,45.1,na,8/22/1993,na
927,Jeff Tuel,WSU,2012,54.9,-14.9,424,4.4,15.3,2.1,-19.2,6.1,41.0,na,2/12/1991,na
928,Jake Medlock,FIU,2012,54.8,20.7,379,32.8,38.8,5.6,-13.8,2.2,63.8,na,na,na
929,Jordan Rodgers,VAN,2012,53.8,-10.9,454,9.0,32.0,-7.1,-18.0,2.1,43.8,na,8/30/1988,na
930,Robert Marve,PUR,2012,53.7,-0.1,315,11.3,23.0,-1.8,-8.3,-1.6,50.0,na,na,na
931,Kawaun Jakes,WKU,2012,52.4,18.6,409,34.3,45.9,3.6,-17.8,2.7,61.6,na,na,na
932,Keenan Reynolds,NAVY,2012,51.9,13.9,283,22.8,18.1,10.8,-7.2,1.1,62.5,na,12/13/1993,"2016: Rd 6, Pk 182 (BAL)"
933,James Franklin,MIZ,2012,51.7,-18.4,339,-1.9,18.8,-6.2,-13.5,-0.5,36.3,na,7/23/1991,na
934,Graham Wilbert,FAU,2012,51.1,14.4,504,32.9,42.2,6.2,-15.4,-0.2,57.4,na,na,na
935,Connor Dietz,AFA,2012,51.1,10.4,283,20.4,17.4,7.3,-5.4,1.0,59.4,na,na,na
936,Zach Mettenberger,LSU,2012,51.0,-15.3,436,5.1,36.7,-7.6,-25.1,0.8,41.0,na,7/16/1991,"2014: Rd 6, Pk 178 (TEN)"
937,Trent Steelman,ARMY,2012,50.7,9.3,353,22.9,6.6,22.4,-5.2,-1.2,56.8,na,11/14/1989,na
938,Ryan Griffin,TULN,2012,50.7,5.3,462,24.2,38.8,-3.9,-14.1,3.6,53.0,"6' 5"", 210 lbs",11/17/1989 (30),na
939,David Piland,HOU,2012,50.6,12.6,520,26.4,29.5,2.7,-6.4,0.5,56.3,na,na,na
940,Tyler Van Tubbergen,WMU,2012,49.7,5.7,323,17.1,17.0,7.4,-7.7,0.3,54.6,na,na,na
941,Tyler Benz,EMU,2012,49.5,-0.2,303,11.3,19.1,4.4,-11.8,-0.4,49.8,na,na,na
942,Alex Zordich,BUFF,2012,49.2,-5.6,331,8.3,-0.6,11.7,-5.5,2.8,45.7,na,na,na
943,Cody Green,TLSA,2012,48.3,-9.1,536,14.2,11.0,2.2,-4.9,5.5,45.6,na,na,na
944,Shaun Rutherford,TXST,2012,47.7,14.0,511,30.6,32.8,12.9,-14.7,-0.4,57.1,na,na,na
945,Phillip Sims,UVA,2012,47.7,-1.7,248,8.1,5.9,10.7,-8.8,0.3,48.2,na,8/15/1992,na
946,Gary Nova,RUTG,2012,47.6,-7.3,463,13.4,22.9,-3.7,-8.2,2.5,45.9,na,na,na
947,Travis Wilson,UTAH,2012,47.6,-8.7,288,3.9,14.3,-4.2,-6.0,-0.3,42.2,na,12/14/1993,na
948,Dalton Williams,AKR,2012,47.5,6.0,606,29.5,39.6,0.4,-11.8,0.9,52.6,na,4/8/1990,na
949,Logan Thomas,VT,2012,47.3,-21.5,647,8.6,19.5,2.5,-14.6,1.2,41.5,"6' 6"", 250 lbs",7/1/1991 (29),"2014: Rd 4, Pk 120 (ARI)"
950,Keith Price,WASH,2012,47.0,-26.6,563,0.3,27.3,-0.8,-23.9,-2.1,38.0,na,na,na
951,Jalen Whitlow,UK,2012,46.8,-13.5,247,-1.3,-1.4,9.9,-9.9,0.1,36.2,na,na,na
952,Jacob Karam,MEM,2012,46.0,9.7,401,23.8,25.7,11.7,-13.8,0.2,56.2,na,na,na
953,Andrew Maxwell,MSU,2012,45.6,-23.2,517,1.6,18.7,-2.8,-17.0,2.4,38.6,na,na,na
954,Garrett Gilbert,SMU,2012,44.5,-13.9,635,12.0,-2.6,34.2,-19.3,-0.2,44.3,na,7/1/1991,"2014: Rd 6, Pk 214 (STL)"
955,Alex Carder,WMU,2012,42.9,-8.8,311,5.5,14.5,-2.3,-7.7,1.0,42.7,na,10/22/1989,na
956,James Vandenberg,IOWA,2012,42.8,-21.5,489,1.7,5.0,6.9,-12.4,2.4,38.8,na,11/24/1989,na
957,Zach Maynard,CAL,2012,42.4,-29.0,420,-7.6,18.7,-1.7,-24.9,0.2,32.8,na,na,na
958,Matt Schilz,BGSU,2012,40.8,-14.3,507,8.7,13.0,3.5,-9.1,1.2,42.7,na,na,na
959,Steele Jantz,ISU,2012,40.6,-18.8,384,-0.3,17.1,-12.1,-7.0,1.7,37.6,na,na,na
960,Derek Thompson,UNT,2012,40.2,-7.3,442,10.7,18.0,-7.2,-3.6,3.4,45.7,na,na,na
961,Chase Rettig,BC,2012,40.2,-34.5,563,-6.1,19.5,-8.3,-22.3,4.9,34.6,na,9/26/1991,na
962,Nick Sherry,UNLV,2012,40.1,-9.6,503,11.0,16.1,3.4,-13.3,4.7,45.1,na,na,na
963,Chris Coyer,MD/TEM,2012,39.8,-20.6,293,-5.6,6.4,-2.2,-10.8,1.0,32.5,na,na,na
964,Spencer Keith,KENT,2012,38.3,-11.7,440,8.0,12.5,3.5,-10.6,2.7,43.2,na,na,na
965,Tanner Price,WAKE,2012,37.3,-27.6,515,-2.2,15.4,-1.0,-16.6,-0.1,36.4,na,na,na
966,Connor Halliday,WSU,2012,35.7,-23.5,341,-5.0,9.6,-2.8,-11.6,-0.2,32.8,na,na,na
967,Chandler Whitmer,CONN,2012,34.7,-31.2,461,-7.8,23.2,-9.1,-24.8,2.8,33.1,na,na,na
968,Nick Lamaison,UTEP,2012,33.1,-28.0,346,-9.4,2.4,-3.0,-11.5,2.6,30.1,na,na,na
969,Austin Brown,UAB,2012,32.6,-26.6,452,-3.8,22.7,-4.9,-23.0,1.4,35.1,na,na,na
970,Corbin Berkstresser,MIZ,2012,32.0,-31.5,240,-14.6,-4.2,-3.8,-7.0,0.4,20.4,na,na,na
971,Jordan Webb,COLO,2012,31.9,-31.4,349,-11.6,0.8,4.7,-22.0,5.0,28.2,na,na,na
972,Ross Metheny,USA,2012,30.2,-20.8,474,1.6,11.1,1.3,-16.1,5.4,38.8,na,na,na
973,Mike Wegzyn,UMASS,2012,29.8,-37.3,491,-10.7,4.0,1.0,-15.4,-0.2,31.2,na,na,na
974,Nathan Scheelhaase,ILL,2012,28.6,-41.3,397,-18.1,-0.9,-4.3,-13.6,0.7,25.3,na,na,na
975,Perry Hills,MD,2012,27.7,-22.6,257,-9.9,14.7,-5.5,-19.7,0.6,28.6,na,na,na
976,Andrew Manley,NMSU,2012,26.9,-31.6,490,-5.7,16.5,-4.1,-18.8,0.8,33.9,na,na,na
977,Dayne Crist,KU,2012,25.3,-32.7,262,-16.9,-3.0,-3.2,-11.2,0.5,21.5,na,10/9/1989,na
978,Anthony Alford,USM,2012,24.1,-22.2,255,-7.5,-6.6,4.8,-6.9,1.2,28.8,na,na,na
979,Sean Schroeder,HAW,2012,22.0,-45.1,438,-16.0,2.5,-4.2,-15.4,1.3,25.5,na,na,na
980,Jameis Winston,FSU,2013,90.2,94.3,515,84.7,88.6,8.4,-13.8,1.4,87.0,"6' 4"", 231 lbs",1/6/1994 (26),"2015: Rd 1, Pk 1 (TB)"
981,Marcus Mariota,ORE,2013,89.4,83.2,517,82.0,66.5,31.6,-13.8,-2.1,84.2,"6' 4"", 222 lbs",10/30/1993 (26),"2015: Rd 1, Pk 2 (TEN)"
982,Aaron Murray,UGA,2013,88.1,59.1,443,70.8,64.4,14.7,-10.9,2.8,80.0,na,11/10/1990,"2014: Rd 5, Pk 163 (KC)"
983,Bryce Petty,BAY,2013,86.8,73.5,550,73.4,71.5,12.2,-10.5,0.1,80.0,na,5/31/1991,"2015: Rd 4, Pk 103 (NYJ)"
984,Zach Mettenberger,LSU,2013,86.8,51.7,375,60.2,77.1,-4.4,-14.1,1.6,80.7,na,7/16/1991,"2014: Rd 6, Pk 178 (TEN)"
985,Johnny Manziel,TA&M,2013,86.7,85.9,617,96.7,79.0,29.5,-11.8,-0.1,81.0,na,12/6/1992,"2014: Rd 1, Pk 22 (CLE)"
986,Dak Prescott,MSST,2013,86.5,59.3,430,64.0,24.5,45.0,-4.8,-0.7,80.7,"6' 2"", 235 lbs",7/29/1993 (27),"2016: Rd 4, Pk 135 (DAL)"
987,Connor Shaw,SC,2013,84.5,51.6,463,64.9,60.0,13.5,-11.5,2.8,76.1,na,9/19/1991,na
988,Clint Chelf,OKST,2013,84.2,37.1,377,42.9,24.1,18.9,-4.3,4.3,73.6,na,na,na
989,Brett Hundley,UCLA,2013,84.1,62.2,580,76.5,53.2,43.5,-20.0,0.0,75.3,"6' 3"", 226 lbs",6/15/1993 (27),"2015: Rd 5, Pk 147 (GB)"
990,Teddy Bridgewater,LOU,2013,84.0,86.9,526,87.5,95.6,9.8,-17.3,-0.5,84.8,"6' 2"", 215 lbs",11/10/1992 (27),"2014: Rd 1, Pk 32 (MIN)"
991,Nick Marshall,AUB,2013,83.4,39.3,430,52.1,23.7,40.9,-12.0,-0.5,72.1,na,6/30/1992,na
992,Braxton Miller,OSU,2013,83.1,46.5,446,56.2,37.2,32.6,-13.9,0.4,74.7,na,11/30/1992,"2016: Rd 3, Pk 85 (HOU)"
993,AJ McCarron,ALA,2013,82.5,43.2,404,50.4,56.7,2.2,-8.7,0.3,75.2,"6' 3"", 215 lbs",9/13/1990 (30),"2014: Rd 5, Pk 164 (CIN)"
994,Kevin Hogan,STAN,2013,82.1,37.8,409,49.4,42.1,16.5,-10.5,1.3,72.3,na,10/20/1992,"2016: Rd 5, Pk 162 (KC)"
995,Davis Webb,TTU,2013,80.4,30.5,413,41.5,50.5,-5.9,-4.3,1.3,68.3,na,1/22/1995,"2017: Rd 3, Pk 87 (NYG)"
